age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
11,4,192591,9,13,4,1,1,4,0,0,0,45,38,0
37,4,249860,1,7,0,9,4,2,0,0,0,10,38,0
3,4,247564,11,9,4,6,3,4,1,0,0,35,38,0
17,4,238912,11,9,2,4,0,4,1,0,0,40,38,0
4,4,190227,15,10,4,1,3,4,1,0,0,40,38,0
12,7,293287,15,10,4,8,4,4,0,0,0,40,38,0
34,4,180807,15,10,0,4,4,4,0,0,0,40,38,0
22,4,250217,11,9,0,7,1,2,0,0,0,70,38,0
2,4,217418,15,10,4,1,2,2,0,0,0,38,38,0
5,2,137510,11,9,4,5,3,4,1,0,0,40,38,0
42,7,163047,15,10,0,1,1,4,0,0,0,38,38,0
1,4,577521,1,7,4,12,3,4,1,0,0,13,38,0
5,4,221533,11,9,4,8,1,4,1,0,0,20,38,0
25,2,255675,15,10,2,3,0,4,1,0,0,40,38,1
22,4,114079,7,12,4,3,1,4,1,0,0,40,38,0
14,4,155781,9,13,2,12,0,4,1,0,0,40,38,1
11,4,243762,1,7,5,3,4,4,0,0,0,40,38,0
5,4,113062,9,13,4,4,3,4,0,0,0,7,38,0
50,4,217028,12,14,4,8,1,4,0,0,0,40,38,0
0,4,110723,1,7,4,12,3,4,0,0,0,25,38,0
30,1,191858,7,12,2,1,0,4,1,0,0,40,38,1
6,4,179423,9,13,4,1,1,4,0,0,0,5,38,0
3,4,339588,11,9,2,8,5,4,0,0,0,40,28,0
5,4,206815,11,9,4,12,4,4,0,0,0,40,28,0
30,7,103743,5,4,2,14,0,4,1,0,0,40,38,0
32,4,235683,15,10,2,12,5,4,0,0,0,40,38,1
47,0,207321,15,10,2,0,0,4,1,0,0,20,38,0
18,7,197495,15,10,0,4,1,2,0,0,0,40,38,0
35,1,424012,15,10,0,4,1,4,0,0,0,40,38,0
12,4,178469,11,9,4,12,1,4,0,0,0,40,38,0
56,5,92886,0,6,6,12,4,4,0,0,0,40,2,0
21,6,214008,11,9,2,10,0,4,1,0,0,50,38,1
42,6,325732,11,9,2,4,0,4,1,0,1902,52,38,1
18,4,28572,15,10,2,3,0,4,1,4064,0,35,38,0
1,4,118376,15,10,4,12,3,4,0,0,0,15,38,0
7,4,51799,11,9,2,1,5,2,0,0,0,40,38,0
16,2,115488,9,13,2,10,0,4,1,0,0,50,38,0
23,4,190621,15,10,0,4,2,2,0,0,0,55,38,0
38,4,193568,11,9,6,1,1,4,0,0,0,40,38,0
27,4,192878,11,9,0,10,1,4,1,0,0,40,38,0
23,4,264663,9,13,4,10,3,4,0,0,0,60,38,0
5,4,234731,11,9,0,6,3,4,1,0,0,40,38,0
38,4,308373,15,10,2,4,5,4,0,0,0,40,38,1
28,4,205644,11,9,5,13,1,4,0,0,0,26,38,0
30,2,321851,9,13,4,10,1,4,0,0,0,50,38,1
39,4,206399,11,9,2,3,0,4,1,0,0,40,38,0
27,4,124563,11,9,2,7,0,2,1,0,0,40,38,0
15,7,198211,15,10,4,1,1,4,1,0,0,38,38,0
0,4,130795,0,6,4,8,3,4,1,0,0,20,38,0
27,4,71269,15,10,0,4,1,4,1,0,0,50,38,0
15,6,319280,7,12,4,12,1,4,1,0,0,80,38,0
18,4,125933,9,13,2,12,0,4,1,0,0,60,38,1
10,4,107236,11,9,2,8,0,4,1,0,0,40,38,0
15,4,32732,11,9,2,10,0,4,1,0,0,50,38,0
51,4,284763,1,7,0,14,1,4,1,0,0,70,38,0
3,4,112668,15,10,4,8,3,4,0,0,0,20,38,0
16,4,376483,15,10,0,1,1,2,0,0,0,40,38,0
7,4,402778,6,5,4,6,3,4,1,0,0,12,38,0
31,4,36177,11,9,2,3,0,4,1,0,0,45,38,0
28,4,125489,12,14,0,10,4,4,0,0,0,50,38,0
31,4,304791,15,10,6,1,1,4,0,0,0,40,38,0
11,4,209205,12,14,2,10,0,4,1,0,0,45,38,1
43,0,112821,15,10,2,0,0,4,1,0,0,35,38,1
22,2,178100,12,14,0,10,4,4,0,0,0,40,38,0
6,4,70261,15,10,4,8,3,4,1,0,0,30,38,0
6,7,186634,2,8,4,4,1,4,1,0,0,40,38,0
19,4,32958,15,10,5,1,2,4,0,0,0,40,38,0
8,4,254746,9,13,2,10,5,4,0,0,0,40,38,0
35,4,158746,11,9,4,8,4,4,1,0,0,40,38,0
18,6,140854,11,9,2,3,0,4,1,0,0,40,38,0
24,4,51506,11,9,2,4,0,4,1,0,0,40,38,0
28,4,189564,9,13,2,12,5,4,0,0,0,42,38,1
20,1,325538,12,14,2,10,0,4,1,0,0,40,0,1
41,4,213975,8,11,6,10,1,4,0,0,0,40,38,0
50,6,431426,11,9,2,1,5,4,0,0,0,2,38,0
31,4,199763,11,9,2,10,5,4,0,0,0,8,38,0
46,4,161563,11,9,2,3,0,4,1,0,0,48,38,0
7,2,252024,15,10,2,11,0,4,1,0,0,72,38,1
26,4,43945,15,10,2,3,0,4,1,0,0,40,38,1
19,4,178487,11,9,0,14,3,4,1,0,0,60,38,0
15,4,604506,11,9,2,14,3,4,1,0,0,72,25,0
19,4,228157,15,10,4,3,1,1,1,0,0,40,24,0
26,4,199191,15,10,4,1,1,4,0,0,0,50,38,0
10,4,189775,11,9,4,1,1,2,0,0,0,40,38,0
0,4,171080,1,7,4,8,3,4,1,0,0,12,38,0
28,4,117310,9,13,0,12,1,4,0,0,0,46,38,0
24,5,82049,11,9,2,3,0,4,1,0,0,40,38,0
24,6,126094,11,9,2,4,0,4,1,0,0,38,38,0
1,0,202516,11,9,4,0,3,4,0,0,0,35,38,0
31,2,246392,7,12,5,1,1,2,0,0,0,40,38,0
34,0,69328,8,11,2,0,0,4,1,0,0,50,38,1
9,4,292803,15,10,4,8,3,4,0,0,0,24,38,0
37,4,286989,13,1,2,5,0,4,1,0,0,60,38,0
5,4,190483,15,10,0,12,3,4,0,0,0,48,19,0
2,4,235849,11,9,4,14,3,4,1,0,0,35,38,0
30,4,359766,5,4,0,6,2,2,1,0,0,40,38,0
15,4,128016,11,9,3,8,4,4,0,0,0,20,38,0
29,4,360096,9,13,2,4,0,4,1,15024,0,60,38,1
13,4,170154,9,13,4,13,1,4,0,0,0,40,38,1
18,4,337286,12,14,4,4,1,1,1,0,0,40,38,0
35,4,204322,8,11,2,13,0,4,1,5013,0,40,38,0
56,6,143833,2,8,2,5,0,4,1,0,0,18,38,0
0,4,365613,0,6,4,8,3,4,1,0,0,10,2,0
15,4,100135,9,13,5,10,4,4,0,0,0,32,38,0
26,2,180096,12,14,2,10,0,4,1,0,0,40,38,1
2,0,371827,11,9,4,0,3,4,1,0,0,40,31,0
9,4,61270,11,9,4,7,4,3,0,0,0,40,4,0
24,1,564135,12,14,2,4,0,4,1,0,0,40,38,1
32,4,198759,7,12,2,12,0,4,1,15024,0,60,38,1
35,7,303462,15,10,5,11,4,4,1,0,0,40,38,0
18,4,193106,11,9,5,1,4,4,0,0,0,32,38,0
40,4,250201,1,7,2,8,0,4,1,0,0,52,38,0
18,4,200426,8,11,3,10,4,4,0,0,0,44,38,0
16,4,222654,9,13,4,10,1,4,1,0,0,40,38,0
39,4,53366,5,4,0,14,4,4,1,0,0,40,38,0
25,4,132222,9,13,4,12,3,4,1,0,0,60,38,0
0,4,100828,15,10,4,1,3,4,1,0,0,20,38,0
32,4,31264,11,9,0,1,1,4,0,0,0,35,38,0
22,4,202027,14,15,2,10,0,4,1,0,0,45,38,1
17,6,168906,15,10,0,1,4,4,0,0,0,50,38,0
20,6,255454,15,10,4,10,1,2,1,0,0,40,38,0
5,4,245524,2,8,4,8,1,4,1,0,0,35,38,0
10,4,386040,8,11,2,3,0,4,1,0,0,40,25,0
4,4,35424,15,10,4,12,3,4,0,0,0,25,38,0
42,0,93655,15,10,2,0,0,4,1,0,0,40,38,0
27,4,152629,9,13,2,1,0,4,1,3103,0,40,38,1
36,6,151159,0,6,3,14,1,4,1,0,0,99,38,0
9,4,410240,1,7,4,3,1,4,1,0,0,40,38,0
31,4,138970,9,13,2,4,0,4,1,0,0,45,38,1
22,4,269722,9,13,2,4,0,4,1,0,0,70,38,0
17,4,223678,11,9,4,8,4,0,0,0,0,32,38,0
37,7,197184,9,13,2,4,0,4,1,0,0,38,38,0
19,4,143486,11,9,2,14,0,4,1,7298,0,50,38,1
43,4,160625,11,9,2,10,0,4,1,5013,0,40,38,0
33,4,140516,11,9,2,11,0,4,1,0,0,40,38,1
31,2,85341,9,13,2,10,0,4,1,0,0,45,38,0
18,4,108293,15,10,4,1,3,4,0,0,2205,40,38,0
23,6,192507,7,12,0,10,1,4,0,0,0,50,38,0
13,4,186932,9,13,2,4,0,4,1,0,0,70,38,0
48,6,223580,15,10,2,7,0,4,1,6514,0,40,38,1
14,4,236861,11,9,2,3,0,4,1,0,0,60,38,0
29,2,327886,7,12,2,1,0,4,1,0,0,40,38,0
50,0,407618,6,5,0,0,1,4,0,2050,0,40,38,0
45,5,197060,8,11,2,4,0,4,1,0,0,50,38,0
21,4,229180,9,13,4,4,4,4,0,0,0,40,5,0
7,4,284317,9,13,4,8,3,4,0,0,0,30,38,0
7,4,73514,15,10,4,12,1,1,0,0,0,50,29,0
10,4,47907,9,13,4,10,1,4,0,0,0,48,38,0
26,7,134782,7,12,3,8,4,4,0,0,0,30,38,0
31,4,118831,11,9,0,6,4,1,0,0,0,40,34,0
24,4,299505,11,9,5,3,1,2,1,0,0,40,38,0
13,4,267161,15,10,2,13,5,2,0,0,0,45,38,0
21,4,119177,9,13,2,12,0,4,1,0,0,40,38,1
28,4,327886,14,15,4,10,1,4,1,0,0,40,38,1
28,4,187730,9,13,4,10,3,4,1,0,0,40,38,0
38,4,109015,15,10,0,1,1,4,0,0,0,38,38,0
29,6,110015,5,4,2,4,0,4,1,0,0,75,12,0
7,4,104146,9,13,4,10,3,1,1,0,0,40,38,0
14,2,50442,15,10,4,1,3,0,0,0,0,25,38,0
18,4,57640,11,9,2,3,0,4,1,0,0,35,38,0
20,2,333664,15,10,5,1,1,4,0,0,0,40,38,0
12,4,224858,15,10,2,10,0,4,1,0,0,45,38,0
39,4,290641,9,13,2,4,0,4,1,0,0,50,38,1
43,0,191118,11,9,2,0,0,4,1,0,1848,40,38,1
8,4,34402,9,13,4,4,1,4,1,0,1590,60,38,0
16,4,245378,0,6,2,7,0,4,1,0,0,40,38,0
27,4,179136,11,9,4,12,1,4,0,0,0,40,38,0
4,4,116788,11,9,4,3,3,4,1,0,0,40,38,0
4,4,129699,11,9,4,1,1,4,1,0,0,40,38,0
29,1,39606,12,14,2,4,0,4,1,0,0,40,9,1
27,5,95150,15,10,2,4,0,4,1,0,0,50,38,1
46,4,102479,9,13,0,4,1,4,0,0,0,40,38,0
27,4,199191,11,9,2,1,5,4,0,0,0,30,38,0
14,4,229636,15,10,2,3,0,4,1,0,0,45,25,0
9,4,53833,15,10,2,4,0,4,1,0,0,42,38,0
20,5,27997,11,9,4,14,1,4,1,0,0,50,38,0
43,0,124487,15,10,0,0,1,4,0,0,0,40,38,1
16,4,111363,9,13,2,3,0,4,1,0,0,45,38,0
21,4,107630,9,13,2,4,0,4,1,0,0,40,38,0
9,4,134287,8,11,4,12,3,4,0,0,0,35,38,0
29,5,283004,8,11,0,4,4,1,0,0,0,63,36,0
7,4,33616,11,9,4,8,4,4,0,0,0,35,38,0
30,2,121124,12,14,2,10,0,4,1,0,0,35,38,1
10,4,188189,15,10,4,13,1,4,0,0,0,30,38,0
29,4,106255,15,10,2,3,0,4,1,0,0,40,38,0
30,1,282830,7,12,2,1,0,2,1,0,0,40,38,1
30,4,243904,11,9,0,1,4,4,1,0,0,40,15,0
52,4,165017,11,9,6,7,4,4,1,2538,0,40,38,0
15,4,131584,11,9,2,12,0,4,1,7298,0,40,38,1
34,4,427781,11,9,2,14,0,2,1,0,0,40,38,0
19,4,334291,11,9,2,12,0,4,1,0,0,40,38,1
33,2,173224,12,14,2,10,5,4,0,0,0,40,38,0
12,4,87507,10,16,2,10,0,1,1,0,0,60,18,0
15,4,187560,14,15,2,10,0,4,1,3908,0,40,38,0
10,4,204497,0,6,0,14,1,0,1,0,0,75,38,0
43,4,230545,5,4,0,1,1,4,0,0,0,35,5,0
14,4,118161,11,9,2,8,0,4,1,0,0,40,38,0
29,4,150499,7,12,2,3,0,4,1,0,0,40,38,0
23,2,96554,11,9,4,1,3,4,0,0,0,40,38,0
22,4,288551,15,10,2,3,0,2,1,0,0,52,38,1
52,6,104003,5,4,2,12,0,4,1,0,0,55,38,0
37,5,124963,9,13,2,4,0,4,1,0,0,40,38,1
39,4,198388,11,9,0,1,1,4,0,0,0,40,38,0
30,1,126204,15,10,0,1,1,4,0,0,0,40,38,0
8,4,91709,7,12,4,13,1,4,0,0,0,45,38,0
17,6,152109,11,9,2,14,0,4,1,0,0,60,38,0
7,6,191954,5,4,4,5,3,4,1,0,0,50,38,0
46,4,108097,15,10,2,3,0,4,1,10566,0,45,38,0
12,2,289991,12,14,2,10,0,4,1,0,0,50,38,0
47,4,92115,15,10,2,1,0,4,1,0,0,40,38,0
27,4,320277,9,13,4,10,1,4,1,0,0,40,38,0
9,4,33610,11,9,4,3,2,4,1,0,0,60,38,0
19,4,168276,0,6,0,8,1,4,0,0,0,40,38,0
38,7,175127,9,13,2,1,0,4,1,7688,0,38,38,1
20,4,254973,11,9,2,6,5,4,0,0,0,40,38,1
20,4,95336,0,6,4,7,1,4,1,0,0,65,38,0
46,4,346975,9,13,2,10,5,4,0,7688,0,36,38,1
16,4,227282,11,9,2,14,0,4,1,0,0,60,38,0
2,4,138153,15,10,4,1,3,4,0,0,0,10,38,0
40,2,174132,12,14,2,10,5,2,0,0,1977,40,38,1
14,4,182237,7,12,2,12,0,4,1,4386,0,45,38,1
3,0,111252,15,10,4,0,3,4,0,0,0,30,38,0
41,2,217775,11,9,2,4,0,4,1,7298,0,40,38,1
3,0,168863,15,10,4,0,3,4,0,0,0,20,38,0
8,4,394503,15,10,2,12,0,4,1,0,0,40,38,0
23,4,141657,11,9,0,1,4,4,0,0,0,40,38,0
1,4,125441,1,7,4,8,3,4,1,1055,0,20,38,0
9,4,172230,11,9,4,1,1,4,1,0,0,40,38,0
12,4,282944,10,16,2,10,0,4,1,0,0,50,38,1
28,2,55377,9,13,2,10,0,2,1,0,0,40,38,0
18,7,49352,15,10,4,1,3,4,0,0,0,38,38,0
15,4,213887,15,10,0,7,4,4,1,0,0,45,38,0
44,6,24046,11,9,6,8,2,4,0,0,0,40,38,0
9,7,208122,9,13,4,10,1,4,1,0,0,15,38,0
39,4,176118,11,9,2,3,0,4,1,3103,0,40,38,1
5,4,227994,15,10,3,1,3,1,0,0,0,39,38,0
32,4,215389,9,13,2,7,0,2,1,0,0,48,38,0
23,4,99434,11,9,2,8,5,4,0,0,0,12,38,0
20,4,190964,11,9,5,4,3,4,1,0,0,40,38,0
6,0,113700,9,13,4,0,3,4,1,0,0,50,38,0
11,4,259840,9,13,2,12,0,4,1,0,0,60,38,1
10,4,168827,11,9,2,7,0,4,1,0,0,40,38,0
17,5,28984,8,11,0,12,4,4,0,0,0,40,38,0
32,4,182211,6,5,2,6,0,4,1,0,0,45,38,0
24,4,82393,15,10,4,3,3,1,1,0,0,40,38,0
11,4,183639,9,13,4,1,1,4,1,0,0,21,38,0
21,4,342448,15,10,2,4,0,4,1,0,0,55,38,1
30,7,469907,7,12,2,11,0,4,1,0,1740,40,38,0
11,2,211920,11,9,2,11,0,4,1,0,0,40,38,0
27,7,33658,12,14,2,10,0,4,1,7688,0,50,38,1
24,1,34178,9,13,0,10,1,4,1,0,0,40,38,0
33,4,400630,14,15,2,10,0,4,1,0,0,36,38,1
56,6,161251,11,9,6,3,1,4,1,0,0,24,38,0
4,4,255685,15,10,4,8,3,2,1,0,0,40,27,0
21,4,199256,11,9,0,1,4,4,0,0,0,40,38,0
47,0,143716,12,14,2,0,0,4,1,0,0,2,38,0
30,4,221666,15,10,0,13,4,4,0,0,0,40,38,0
35,4,145409,15,10,2,14,0,4,1,15024,0,60,2,1
7,4,39615,9,13,4,12,1,4,1,0,0,45,38,0
27,4,104440,9,13,2,4,0,4,1,0,0,40,38,1
10,4,151382,5,4,0,7,4,4,1,0,974,40,38,0
44,6,503675,15,10,2,12,0,2,1,0,0,60,38,1
41,4,306233,9,13,2,12,0,4,1,15024,0,40,38,1
34,4,216475,9,13,4,12,1,4,0,0,1564,43,38,1
32,4,50748,15,10,0,12,4,4,0,0,0,55,9,0
6,4,107190,15,10,4,1,3,2,1,0,0,20,38,0
2,4,206874,8,11,4,1,3,2,0,0,0,40,38,0
4,4,83141,11,9,4,5,1,4,1,0,0,53,38,0
39,4,444089,1,7,0,12,1,4,0,0,0,40,38,0
18,4,141896,2,8,2,3,0,4,1,0,0,40,38,0
20,1,33487,15,10,0,13,4,0,0,0,0,20,38,0
24,4,65372,10,16,0,12,4,4,0,0,0,50,38,1
13,4,341346,1,7,2,12,0,4,1,0,0,40,38,0
18,4,343403,10,16,2,13,5,4,0,0,0,20,0,0
30,4,287480,15,10,2,3,0,4,1,0,0,40,38,0
42,5,107287,0,6,6,4,4,4,0,0,2559,50,38,1
38,4,199067,1,7,2,7,0,4,1,0,0,32,38,0
5,0,182771,8,11,4,0,3,1,1,0,0,20,38,0
14,4,159737,0,6,4,1,4,2,0,0,0,40,38,0
13,4,110643,12,14,2,1,0,4,1,4386,0,40,38,1
7,4,117583,9,13,4,4,3,4,1,0,0,48,38,0
32,6,43479,15,10,2,3,0,4,1,0,0,40,38,0
6,4,203003,5,4,4,3,1,4,1,0,0,25,11,0
33,4,133963,11,9,0,1,4,4,0,0,0,35,38,0
21,4,227794,9,13,4,1,1,2,1,0,0,40,38,0
3,6,112137,15,10,4,10,2,1,0,0,0,20,34,0
32,6,110457,15,10,2,3,0,4,1,0,0,50,38,1
28,4,281565,11,9,6,8,2,1,0,0,0,50,34,0
29,1,297906,9,13,2,10,0,1,1,0,0,50,38,1
2,4,151506,11,9,4,8,3,4,0,0,0,30,38,0
14,1,139455,9,13,4,4,3,4,0,0,0,40,5,0
21,4,26987,11,9,0,8,4,4,0,0,0,40,38,0
39,6,233312,12,14,2,3,0,4,1,0,0,50,38,1
7,4,161092,9,13,4,4,3,4,1,0,0,40,38,0
41,2,98361,11,9,2,4,0,4,1,0,0,50,38,0
11,4,188928,11,9,2,8,0,4,1,0,0,40,38,0
5,4,164922,11,9,2,8,0,4,1,0,0,40,38,0
29,4,185673,11,9,0,14,1,4,1,0,0,40,38,0
13,4,193598,13,1,4,5,1,4,1,0,0,40,25,0
39,4,274111,9,13,2,1,0,4,1,0,0,45,38,1
15,4,245482,11,9,2,7,0,1,1,0,0,40,0,0
39,4,160932,11,9,2,14,0,4,1,0,0,44,38,1
33,4,44368,15,10,2,4,0,4,1,0,0,40,38,0
11,0,291374,11,9,5,0,4,2,0,0,0,30,38,0
13,4,280927,9,13,4,1,1,4,0,0,0,40,38,0
7,4,222993,11,9,4,7,3,4,1,0,0,40,38,0
25,1,25240,8,11,0,10,4,0,0,0,0,40,38,0
14,6,204052,11,9,2,3,0,4,1,0,0,40,38,1
1,4,74054,1,7,4,12,3,3,0,0,0,20,0,0
29,4,169042,0,6,4,8,1,4,0,0,0,25,7,0
14,4,104509,9,13,4,12,1,4,0,0,0,65,38,1
21,2,185394,9,13,2,10,5,4,0,7688,0,40,38,1
27,2,254146,12,14,2,10,0,4,1,0,0,40,38,1
38,5,227856,9,13,2,4,0,4,1,0,2415,50,38,1
2,4,183041,11,9,4,8,3,4,1,0,0,20,38,0
28,4,107682,12,14,0,4,1,4,0,0,0,40,38,1
33,5,287598,15,10,2,3,0,4,1,0,0,70,38,0
36,4,182186,6,5,2,8,0,4,1,0,0,40,6,0
24,5,194636,9,13,2,12,0,4,1,99999,0,65,38,1
28,4,112305,15,10,0,8,4,2,0,0,0,40,38,0
4,4,212661,0,6,4,1,1,4,0,0,0,39,38,0
20,4,32709,9,13,2,13,5,4,0,0,0,40,38,1
25,1,46366,11,9,5,1,4,2,0,0,0,40,38,0
20,6,24106,11,9,2,13,0,4,1,0,0,30,38,0
29,4,170850,9,13,0,7,1,4,1,0,1590,40,0,0
28,6,40666,8,11,2,5,0,4,1,0,0,60,38,0
15,4,182975,15,10,4,13,1,4,0,0,0,20,38,0
13,4,345122,14,15,2,10,0,4,1,0,0,50,38,0
40,0,208311,9,13,2,0,0,4,1,0,0,80,38,1
20,4,120045,11,9,0,7,1,4,0,0,0,56,38,0
1,0,201299,15,10,4,0,3,4,0,0,0,40,38,0
15,4,152940,15,10,2,12,0,4,1,0,0,40,38,1
26,4,243580,9,13,2,10,0,4,1,0,0,40,38,1
29,4,182128,12,14,0,10,4,4,0,6497,0,50,38,0
19,0,176458,11,9,0,0,4,4,0,0,0,28,38,0
16,4,101562,12,14,4,4,1,4,0,0,0,40,38,0
31,4,108699,11,9,4,1,1,4,0,0,0,40,38,0
17,4,175878,11,9,2,12,0,4,0,0,0,40,38,0
17,2,177675,15,10,4,11,1,4,1,0,0,50,38,1
16,4,213887,11,9,0,5,1,4,1,0,0,40,38,0
19,4,357619,9,13,2,4,5,4,0,0,0,60,11,0
6,4,435835,11,9,4,12,1,4,1,0,1669,55,38,0
22,4,165799,11,9,2,4,0,4,1,0,0,40,38,0
5,4,71469,7,12,4,12,3,4,0,0,0,25,38,0
2,4,229745,11,9,4,5,3,4,1,0,0,20,38,0
30,4,284916,11,9,2,12,0,4,1,7298,0,45,38,1
29,4,28419,8,11,4,14,1,4,1,0,0,50,38,0
30,4,26950,12,14,0,12,1,4,0,0,0,6,38,0
30,6,107231,10,16,2,10,0,4,1,0,0,35,38,1
35,2,512103,15,10,0,14,1,4,0,0,0,40,38,0
21,6,245090,6,5,2,3,0,4,1,0,0,40,25,0
41,4,314153,11,9,2,12,0,4,1,0,0,40,38,1
15,4,243988,4,3,2,8,0,4,1,0,0,40,25,0
37,6,82551,8,11,2,13,2,4,0,0,0,10,38,0
3,4,42706,15,10,4,1,1,4,1,0,0,25,38,0
8,4,235795,7,12,4,12,1,4,1,0,0,48,38,0
8,6,108001,6,5,4,3,1,4,1,0,0,15,38,0
19,7,112497,9,13,0,10,1,4,1,0,1876,44,38,0
52,6,128206,11,9,2,13,0,4,1,0,0,30,38,0
11,4,224634,9,13,2,10,5,4,0,0,0,45,38,1
3,4,362999,15,10,4,1,3,4,0,0,0,20,38,0
4,4,346693,5,4,4,5,4,4,1,0,0,40,38,0
20,4,175759,9,13,2,13,0,4,1,0,0,40,38,1
4,4,99199,11,9,4,7,3,4,1,0,0,32,38,0
8,0,219987,7,12,2,0,0,4,1,0,0,13,38,0
22,4,143445,11,9,2,8,2,2,0,0,0,40,38,0
17,4,118710,8,11,2,8,0,4,1,0,0,40,38,1
16,2,224185,11,9,2,3,0,4,1,0,0,40,38,0
30,4,118972,11,9,2,14,0,4,1,0,0,50,38,1
12,4,165360,8,11,4,1,1,4,0,0,0,40,38,0
31,4,38950,11,9,2,13,0,4,1,0,0,89,38,0
25,5,277256,10,16,2,10,0,4,1,0,1977,60,38,1
12,4,247151,1,7,0,7,4,4,0,0,0,40,38,0
17,4,213722,11,9,4,6,3,4,1,0,0,40,38,0
3,4,209955,15,10,4,8,3,4,1,0,0,25,38,0
24,4,174395,12,14,2,10,0,4,1,0,0,40,38,1
28,4,138626,15,10,0,4,1,4,1,0,1876,50,38,0
5,0,179973,8,11,4,0,3,4,1,0,0,40,38,0
6,4,200207,11,9,0,6,3,4,1,0,0,44,38,0
2,4,156587,15,10,4,1,3,4,0,0,0,38,38,0
7,4,33016,15,10,4,3,3,4,1,0,0,40,38,0
3,4,197496,15,10,4,12,3,4,1,0,0,30,0,0
15,4,153588,11,9,0,3,1,4,1,0,0,40,38,0
35,4,99736,12,14,0,10,4,4,1,15020,0,50,38,1
19,4,284166,11,9,4,12,4,4,1,0,0,60,38,1
1,4,716066,0,6,4,7,3,4,1,0,0,30,38,0
10,4,188519,11,9,0,12,3,4,0,0,0,40,38,0
9,4,109080,15,10,2,12,0,4,1,0,0,60,38,0
35,4,174421,7,12,0,10,4,4,0,0,0,32,38,0
7,4,259351,15,10,4,3,4,0,1,0,0,40,25,0
25,1,284403,11,9,0,1,1,2,1,0,0,40,38,0
22,4,85319,14,15,2,10,5,4,0,7688,0,60,38,1
3,0,201766,15,10,4,0,3,4,0,0,0,35,38,0
3,7,340475,15,10,4,1,3,4,0,0,0,10,38,0
22,4,487486,11,9,6,6,4,4,1,0,0,40,0,0
51,0,484298,1,7,2,0,0,4,1,0,0,30,38,0
18,4,170617,11,9,4,7,4,2,0,0,0,48,38,0
37,4,94055,9,13,2,8,0,4,1,0,0,40,38,0
7,4,117779,9,13,4,4,3,4,1,0,0,40,38,0
7,4,209770,9,13,4,10,1,4,0,0,0,8,38,0
3,4,317443,15,10,4,1,3,2,0,0,0,15,38,0
47,0,140237,13,1,2,0,0,4,1,0,0,40,38,0
11,4,107411,9,13,4,10,1,4,0,0,0,35,38,0
19,6,122493,11,9,2,3,0,4,1,0,0,47,38,0
27,5,195124,11,9,2,14,0,4,1,0,0,60,0,0
21,4,101978,15,10,5,7,1,4,1,0,2258,55,38,1
5,4,335453,11,9,4,1,1,4,0,0,0,60,38,0
39,4,318329,11,9,2,7,0,4,1,0,0,40,38,0
7,4,100321,9,13,2,10,0,4,1,0,0,45,38,0
7,6,81145,15,10,4,8,1,4,0,0,0,75,38,0
5,4,62865,7,12,4,1,1,4,0,0,0,40,38,0
4,4,176262,15,10,4,4,3,4,0,0,0,30,38,0
25,4,168103,9,13,2,4,0,4,1,0,0,40,38,1
24,2,208174,12,14,0,10,4,4,0,0,0,55,38,0
2,4,188815,11,9,4,8,3,4,0,34095,0,20,38,0
50,6,226092,15,10,2,5,0,4,1,0,0,44,38,0
3,4,212668,15,10,4,12,3,4,0,0,0,30,38,0
15,4,381583,11,9,2,3,0,3,1,0,0,40,38,0
29,4,239439,11,9,5,7,3,2,0,0,0,40,38,0
35,4,172493,11,9,4,12,1,4,0,0,0,36,38,0
27,4,239876,9,13,0,10,4,2,1,0,0,40,38,0
48,0,221881,1,7,2,0,0,4,1,0,0,40,25,0
20,2,218184,9,13,2,10,0,4,1,0,1887,40,38,1
10,6,206889,15,10,2,5,0,4,1,0,0,50,38,0
18,4,110668,11,9,2,7,5,2,0,0,0,35,38,0
13,4,211028,11,9,4,1,1,4,0,0,0,45,38,0
47,2,202984,11,9,2,3,0,4,1,3137,0,40,38,0
31,4,20296,11,9,0,1,1,4,0,0,0,37,38,1
18,4,194690,5,4,0,13,4,4,0,0,0,40,38,0
11,6,204984,9,13,4,13,1,4,1,0,0,45,38,0
46,6,35021,9,13,2,10,0,1,1,0,1977,32,3,1
23,6,238574,14,15,2,10,0,4,1,0,0,55,38,1
16,4,345360,15,10,4,12,1,4,1,0,0,40,38,0
23,4,192381,15,10,2,3,0,4,1,0,0,50,38,1
8,4,479765,5,4,4,12,2,4,1,0,0,45,13,0
28,5,34091,9,13,2,4,0,4,1,0,0,38,38,1
13,4,151773,15,10,2,7,0,4,1,0,0,40,38,1
36,4,299080,15,10,4,1,4,2,0,0,0,40,38,0
46,4,135339,11,9,2,1,0,1,1,2105,0,40,39,0
10,2,52156,15,10,2,11,0,4,1,0,0,60,38,0
14,4,318647,1,7,4,3,1,4,1,0,0,40,38,0
16,4,80145,11,9,2,14,0,4,1,0,0,60,38,0
22,7,343646,9,13,0,11,1,4,1,0,0,40,25,1
25,6,198692,15,10,2,3,0,4,1,0,0,45,38,1
2,4,266635,11,9,4,8,3,2,1,0,0,30,38,0
14,4,197672,9,13,2,10,0,4,1,0,0,40,38,0
36,4,185846,11,9,2,3,0,4,1,0,0,40,38,0
30,6,315110,15,10,2,10,0,4,1,0,0,20,38,0
